3.516950607299804688e+00,-1.302127170562744141e+01,-2.742278337478637695e+00
3.516865730285644531e+00,-1.302136993408203125e+01,-2.742219448089599609e+00
3.496129035949707031e+00,-1.322268486022949219e+01,-2.676263809204101562e+00
-5.189378738403320312e+00,-6.821022033691406250e+00,-7.460039615631103516e+00
-5.366803646087646484e+00,-7.542540550231933594e+00,-8.233302116394042969e+00
-4.670934677124023438e+00,-2.420424938201904297e+00,-1.734163403511047363e+00
-5.118768215179443359e+00,-4.208695888519287109e+00,-6.116146564483642578e+00
-5.497762680053710938e+00,-7.526564598083496094e+00,-8.318260192871093750e+00
-5.440812587738037109e+00,-7.508303165435791016e+00,-8.299701690673828125e+00
-5.433504104614257812e+00,-7.344787120819091797e+00,-8.176555633544921875e+00
-5.417161464691162109e+00,-7.480160236358642578e+00,-8.300636291503906250e+00
3.477291584014892578e+00,5.253594875335693359e+00,-7.328476428985595703e+00
6.911282062530517578e+00,7.464266300201416016e+00,-6.019800305366516113e-01
3.429082632064819336e+00,5.694746494293212891e+00,-7.770033359527587891e+00
5.668675899505615234e+00,-2.204064607620239258e+00,-5.765556335449218750e+00
7.395177841186523438e+00,7.173252582550048828e+00,-1.451472789049148560e-01
2.416889429092407227e+00,-9.053951263427734375e+00,-2.376167297363281250e+00
-5.737340450286865234e+00,-7.507562637329101562e+00,-8.634743690490722656e+00
-5.284952640533447266e+00,-5.278608322143554688e+00,-6.837011337280273438e+00
-4.984960079193115234e+00,-7.205259799957275391e+00,-7.544530868530273438e+00
-7.065196037292480469e-01,-9.372524261474609375e+00,-6.656471729278564453e+00
-5.877004623413085938e+00,-7.204839229583740234e+00,-8.592865943908691406e+00
-5.972784996032714844e+00,-7.880355358123779297e+00,-1.008451366424560547e+01
-4.630336284637451172e+00,-7.511116027832031250e+00,-7.388458251953125000e+00
-5.499341011047363281e+00,-7.200573444366455078e+00,-8.556900024414062500e+00
-5.204978942871093750e+00,-6.349171638488769531e+00,-7.177834987640380859e+00
-5.300628662109375000e+00,-6.973250865936279297e+00,-7.753358364105224609e+00
-5.577356815338134766e+00,-6.872139930725097656e+00,-8.904347419738769531e+00
-5.747257232666015625e+00,-7.522020816802978516e+00,-8.570955276489257812e+00
-5.452142715454101562e+00,-7.603733062744140625e+00,-8.412096023559570312e+00
2.704450607299804688e+00,-6.884209632873535156e+00,-2.861680269241333008e+00
-6.058330059051513672e+00,-7.862803936004638672e+00,-9.462009429931640625e+00
-6.115001678466796875e+00,-7.585607051849365234e+00,-1.062590026855468750e+01
-5.073997974395751953e+00,-7.509813785552978516e+00,-7.960096836090087891e+00
-5.627692699432373047e+00,-7.429009437561035156e+00,-8.653381347656250000e+00
7.569311857223510742e-01,-1.616107821464538574e+00,-5.342466831207275391e+00
1.244928836822509766e+00,-1.451050043106079102e+00,-6.614542961120605469e+00
-6.347539901733398438e+00,-7.487138748168945312e+00,-1.045787429809570312e+01
-5.181125640869140625e+00,-7.494716167449951172e+00,-8.076455116271972656e+00
-5.891535282135009766e+00,-7.529006958007812500e+00,-8.970847129821777344e+00
-5.594964981079101562e+00,-7.458009243011474609e+00,-8.439374923706054688e+00
-5.986316204071044922e+00,-7.932714462280273438e+00,-1.019616413116455078e+01
-7.124632358551025391e+00,-7.745066642761230469e+00,-8.689503669738769531e+00
-6.865377426147460938e+00,-7.692416667938232422e+00,-9.204037666320800781e+00
-5.914158821105957031e+00,-5.031363487243652344e+00,-6.638070106506347656e+00
-5.469167232513427734e+00,-7.152999877929687500e+00,-8.299020767211914062e+00
-5.720377922058105469e+00,-7.447972297668457031e+00,-8.585474967956542969e+00
-7.956785678863525391e+00,-7.649289608001708984e+00,-8.608260154724121094e+00
4.840840816497802734e+00,-3.029028654098510742e+00,-3.290650367736816406e+00
3.356363296508789062e+00,-5.031390190124511719e+00,-2.790028095245361328e+00
2.580183267593383789e+00,-8.157839775085449219e+00,-2.411937713623046875e+00
2.686873435974121094e+00,-9.385316848754882812e+00,-2.212122440338134766e+00
2.869374275207519531e+00,-5.547900676727294922e+00,-2.503958702087402344e+00
4.864239692687988281e+00,-3.177847862243652344e+00,-3.248713731765747070e+00
3.255524635314941406e+00,-4.939333438873291016e+00,-2.928864240646362305e+00
5.861598014831542969e+00,-1.471769809722900391e+00,-5.735463142395019531e+00
2.659680128097534180e+00,-2.667188048362731934e-01,-3.139544010162353516e+00
6.380496978759765625e+00,1.494745165109634399e-01,-6.654147624969482422e+00
6.371098995208740234e+00,1.490909010171890259e-01,-6.651886940002441406e+00
-4.747560024261474609e+00,-5.811830997467041016e+00,-8.962835311889648438e+00
4.816807270050048828e+00,4.630795955657958984e+00,5.013654708862304688e+00
4.810554981231689453e+00,4.608291625976562500e+00,4.985974788665771484e+00
-1.324126911163330078e+01,-4.703152179718017578e+00,1.449783921241760254e+00
-1.137163448333740234e+01,-7.182962417602539062e+00,1.008347129821777344e+01
2.476581335067749023e+00,-8.017054796218872070e-01,-2.392505884170532227e+00
-1.040980458259582520e+00,9.772021770477294922e-01,9.072790145874023438e+00
-2.999413490295410156e+00,7.442235946655273438e-02,9.465022087097167969e+00
3.472124636173248291e-01,2.517303466796875000e+00,7.070147037506103516e+00
1.049867820739746094e+01,4.487994670867919922e+00,1.451651692390441895e+00
7.032896518707275391e+00,-1.092550039291381836e+00,-6.089865207672119141e+00
6.727162837982177734e+00,-6.512994170188903809e-01,-6.154131889343261719e+00
7.078195571899414062e+00,-1.374347090721130371e+00,-6.371928691864013672e+00
6.900980949401855469e+00,-1.426460146903991699e+00,-6.462286472320556641e+00
6.065587520599365234e+00,1.291182339191436768e-01,-6.875527858734130859e+00
7.115705013275146484e+00,-1.456682085990905762e+00,-6.530914783477783203e+00
7.030382156372070312e+00,-1.484278082847595215e+00,-6.578870773315429688e+00
6.677034854888916016e+00,-1.613109827041625977e+00,-6.685166358947753906e+00
7.190712928771972656e+00,-1.486730694770812988e+00,-6.666725158691406250e+00
7.071506023406982422e+00,-1.568898797035217285e+00,-6.679421901702880859e+00
6.783952713012695312e+00,-1.608771562576293945e+00,-6.794996261596679688e+00
6.843523979187011719e+00,-4.489129781723022461e-02,-6.827154159545898438e+00
7.051977157592773438e+00,-3.824671208858489990e-01,-5.887795925140380859e+00
-6.352176189422607422e+00,-8.061722755432128906e+00,-9.958302497863769531e+00
-6.521630764007568359e+00,-7.433409690856933594e+00,-1.106859016418457031e+01
-6.168800354003906250e+00,-8.474617958068847656e+00,-1.096934890747070312e+01
-1.040837764739990234e+01,-7.227676868438720703e+00,-7.748642921447753906e+00
-6.531037330627441406e+00,-7.444745063781738281e+00,-1.094096851348876953e+01
-4.692364692687988281e+00,-2.661766052246093750e+00,-4.831241607666015625e+00
1.387458443641662598e+00,-1.335473418235778809e+00,-6.773052692413330078e+00
1.465052843093872070e+00,-1.521760582923889160e+00,-6.832657814025878906e+00
6.239428520202636719e+00,-2.593519985675811768e-01,-5.385958194732666016e+00
6.498007297515869141e+00,-1.464447259902954102e+00,-5.670212268829345703e+00
6.547756671905517578e+00,-1.402513146400451660e+00,-5.895616054534912109e+00
6.338062286376953125e+00,-1.180111169815063477e+00,-5.678185939788818359e+00
6.263337135314941406e+00,-1.504262328147888184e+00,-6.235046386718750000e+00
1.055197715759277344e+01,-2.583650588989257812e+00,-1.370111554861068726e-01
4.675685405731201172e+00,-1.360908508300781250e+00,-6.416347980499267578e+00
3.159224033355712891e+00,-1.499200463294982910e+00,-6.830558300018310547e+00
4.146528244018554688e+00,-4.150025546550750732e-01,-5.551174640655517578e+00
4.319745540618896484e+00,-5.794749855995178223e-01,-5.830701351165771484e+00
7.084183692932128906e+00,2.284393459558486938e-01,-7.112994670867919922e+00
-6.147603034973144531e+00,-7.531997680664062500e+00,-1.178908443450927734e+01
1.507581615447998047e+01,6.079991459846496582e-01,1.663195013999938965e+00
-7.824060916900634766e+00,-7.399621486663818359e+00,-9.376371383666992188e+00
6.684331893920898438e+00,-4.572227001190185547e-01,-6.316850185394287109e+00
3.858838081359863281e+00,-7.428545355796813965e-01,-6.970017910003662109e+00
3.580853700637817383e+00,-7.822453975677490234e-01,-7.091200828552246094e+00
4.020099163055419922e+00,-6.166263222694396973e-01,-6.633099555969238281e+00
4.587946414947509766e+00,-2.945154011249542236e-01,-5.977594375610351562e+00
4.252438068389892578e+00,-4.316169917583465576e-01,-6.164726257324218750e+00
3.858841180801391602e+00,-5.001665949821472168e-01,-6.427238941192626953e+00
